App_Name,EndTime,"IoTDeviceBatteryConsumption",IoTDeviceDrained,SimulationTime,StartTime,TotalCloudLetSizes,TotalEdgeLetSizes,TotalIoTGeneratedData,TotalMELGeneratedData,appTotalRunningTime
App_171,116.89465999999997,21.400000000000205,No,77.67465999999997,39.22,200,250,1,70,77.67465999999997
App_172,89.54558000000003,27.520000000000266,No,50.32558000000003,39.22,200,250,1,70,50.32558000000003
App_173,89.90134000000006,28.540000000000276,No,50.68134000000006,39.22,200,250,1,70,50.68134000000006
App_174,44.54191000000001,23.440000000000225,No,5.32191000000001,39.22,200,250,1,70,5.32191000000001
App_175,89.54626000000002,23.440000000000225,No,50.32626000000002,39.22,200,250,1,70,50.32626000000002
App_176,118.26309000000002,25.49000000000025,No,78.83109000000002,39.432,200,250,1,70,78.83109000000002
App_177,119.18141999999997,25.49000000000025,No,79.74941999999997,39.432,200,250,1,70,79.74941999999997
App_178,119.62845999999999,9.170000000000087,No,80.19645999999999,39.432,200,250,1,70,80.19645999999999
App_179,119.82583000000004,23.45000000000023,No,80.39383000000004,39.432,200,250,1,70,80.39383000000004
App_180,89.73680000000003,29.57000000000029,No,50.30480000000003,39.432,200,250,1,70,50.30480000000003
App_181,91.52106000000003,30.590000000000302,No,52.08906000000003,39.432,200,250,1,70,52.08906000000003
App_182,44.313900000000004,25.49000000000025,No,4.881900000000002,39.432,200,250,1,70,4.881900000000002
App_183,89.92696000000002,25.49000000000025,No,50.49496000000002,39.432,200,250,1,70,50.49496000000002
App_184,118.77051999999999,25.480000000000246,No,79.12652,39.644,200,250,1,70,79.12652
App_185,119.30845999999998,25.480000000000246,No,79.66445999999999,39.644,200,250,1,70,79.66445999999999
App_186,118.28245999999999,9.160000000000082,No,78.63845999999998,39.644,200,250,1,70,78.63845999999998
App_187,119.62983000000001,23.440000000000225,No,79.98583000000002,39.644,200,250,1,70,79.98583000000002
App_188,89.84126000000002,29.560000000000286,No,50.19726000000002,39.644,200,250,1,70,50.19726000000002
App_189,91.06134000000003,30.580000000000297,No,51.41734000000003,39.644,200,250,1,70,51.41734000000003
App_190,44.8219,25.480000000000246,No,5.177900000000001,39.644,200,250,1,70,5.177900000000001
App_191,91.52256000000003,25.480000000000246,No,51.87856000000003,39.644,200,250,1,70,51.87856000000003
App_192,119.61046,26.51000000000026,No,79.75446,39.856,200,250,1,70,79.75446
App_193,120.35465999999998,26.51000000000026,No,80.49865999999997,39.856,200,250,1,70,80.49865999999997
App_194,65.08691,10.190000000000097,No,25.23091,39.856,200,250,1,70,25.23091
App_195,116.64683000000001,24.47000000000024,No,76.79083,39.856,200,250,1,70,76.79083
App_196,89.93734000000006,30.590000000000302,No,50.08134000000006,39.856,200,250,1,70,50.08134000000006
App_197,91.71906000000004,31.610000000000312,No,51.86306000000004,39.856,200,250,1,70,51.86306000000004
App_198,44.87785,26.51000000000026,No,5.021850000000001,39.856,200,250,1,70,5.021850000000001
App_199,91.04678000000003,26.51000000000026,No,51.190780000000025,39.856,200,250,1,70,51.190780000000025
