bandWidthShare,channelID,edgeName,melName,timeStamp
4.0,"channelID: 224",Edge_34,MEL_Edge_34.33,46.376
3.8461538461538463,"channelID: 224",Edge_34,MEL_Edge_34.33,46.448
3.7037037037037037,"channelID: 224",Edge_34,MEL_Edge_34.33,46.48999999999999
3.5714285714285716,"channelID: 224",Edge_34,MEL_Edge_34.33,46.72599999999999
3.7037037037037037,"channelID: 224",Edge_34,MEL_Edge_34.33,52.61497000000001
16.666666666666668,"channelID: 225",Edge_34,MEL_Edge_34.31,43.912000000000006
20.0,"channelID: 225",Edge_34,MEL_Edge_34.31,43.96587000000001
25.0,"channelID: 225",Edge_34,MEL_Edge_34.31,44.00591000000001
20.0,"channelID: 225",Edge_34,MEL_Edge_34.31,44.212
16.666666666666668,"channelID: 225",Edge_34,MEL_Edge_34.31,44.255999999999986
14.285714285714286,"channelID: 225",Edge_34,MEL_Edge_34.31,44.54799999999999
12.5,"channelID: 225",Edge_34,MEL_Edge_34.31,44.58399999999998
